item_key,attach_key,citation,year,title,filename,txt_path,exists,bytes
RG4A4D6K,8MMJ4PBI,N. Watson 2025,2025,From black box to open book: an emerging transparency imperative in generative AI codebases,N._Watson_and_M._Van_Italie_-_2025_-_From_black_box_to_open_book_an_emerging_transparency_imperative_in_generative_AI_co.txt,/Users/scott/Zotero/storage/8MMJ4PBI/N._Watson_and_M._Van_Italie_-_2025_-_From_black_box_to_open_book_an_emerging_transparency_imperative_in_generative_AI_co.txt,1,34842
E689ZAXC,BG4PZG94,Zhou 2026,2026,Review makes workers less likely to revise AI output,Zhou_and_Zhao_-_2026_-_Review_makes_workers_less_likely_to_revise_AI_output.txt,/Users/scott/Zotero/storage/BG4PZG94/Zhou_and_Zhao_-_2026_-_Review_makes_workers_less_likely_to_revise_AI_output.txt,1,33146
8KJEKBGT,3FW8S38N,Jensen 2024,2024,Software vulnerability and functionality assessment using LLMs,Jensen_et_al._-_2024_-_Software_vulnerability_and_functionality_assessment_using_LLMs.txt,/Users/scott/Zotero/storage/3FW8S38N/Jensen_et_al._-_2024_-_Software_vulnerability_and_functionality_assessment_using_LLMs.txt,1,27363
34ELRWJH,V5VATC5T,Goodhue 2025,2025,"The hidden legal minefield: how AI-assisted ""vibe coding"" amplifies software development risks and how technology can provide solutions",Goodhue_-_2025_-_The_hidden_legal_minefield_how_AI-assisted_vibe_coding_amplifies_software_development_risks_and_h.txt,/Users/scott/Zotero/storage/V5VATC5T/Goodhue_-_2025_-_The_hidden_legal_minefield_how_AI-assisted_vibe_coding_amplifies_software_development_risks_and_h.txt,1,32024
27YULT5I,4M3MEABF,Sharma 2026,2026,"The ethics of AI-assisted code migration in regulated financial systems: accountability, transparency, and human oversight in LLM-driven software conversion",Sharma_-_2026_-_The_ethics_of_AI-assisted_code_migration_in_regulated_financial_systems_accountability_transparenc.txt,/Users/scott/Zotero/storage/4M3MEABF/Sharma_-_2026_-_The_ethics_of_AI-assisted_code_migration_in_regulated_financial_systems_accountability_transparenc.txt,1,24841
JVWUYDME,SIZR82B8,Jessee 2026,2026,"Scapegoat-as-a-service: moving from ""human-in-the-loop"" to ""human-in-command"" in regulated systems",Jessee_-_2026_-_Scapegoat-as-a-service_moving_from_human-in-the-loop_to_human-in-command_in_regulated_systems.txt,/Users/scott/Zotero/storage/SIZR82B8/Jessee_-_2026_-_Scapegoat-as-a-service_moving_from_human-in-the-loop_to_human-in-command_in_regulated_systems.txt,1,42203
2CKL96B8,CAAKZSZE,Sarkar 2025,2025,The effect of AI tools on modern software development for frontend engineering: an empirical analysis,Sarkar_-_2025_-_The_effect_of_AI_tools_on_modern_software_development_for_frontend_engineering_an_empirical_analysi.txt,/Users/scott/Zotero/storage/CAAKZSZE/Sarkar_-_2025_-_The_effect_of_AI_tools_on_modern_software_development_for_frontend_engineering_an_empirical_analysi.txt,1,17531
9MV2IVNU,J9FBDPWK,Eze 2026,2026,Human-in-the-loop isn't a checkbox: designing meaningful intervention in automated AI decisions,Eze_-_2026_-_Human-in-the-loop_isn_t_a_checkbox_designing_meaningful_intervention_in_automated_AI_decisions.txt,/Users/scott/Zotero/storage/J9FBDPWK/Eze_-_2026_-_Human-in-the-loop_isn_t_a_checkbox_designing_meaningful_intervention_in_automated_AI_decisions.txt,1,48228
EB49Q8QM,F8W4GWJ4,Tilbury 2024,2024,The rationality of automation bias in security operation centers,Tilbury_and_Flowerday_-_2024_-_The_rationality_of_automation_bias_in_security_operation_centers.txt,/Users/scott/Zotero/storage/F8W4GWJ4/Tilbury_and_Flowerday_-_2024_-_The_rationality_of_automation_bias_in_security_operation_centers.txt,1,54647
DJMBHHZN,C5QCMMB9,Tisi 2025,2025,"MOSAICO: management, orchestration and supervision of AI-agent COmmunities for reliable AI in software engineering",Tisi_et_al._-_2025_-_MOSAICO_management_orchestration_and_supervision_of_AI-agent_COmmunities_for_reliable_AI_in_softwa.txt,/Users/scott/Zotero/storage/C5QCMMB9/Tisi_et_al._-_2025_-_MOSAICO_management_orchestration_and_supervision_of_AI-agent_COmmunities_for_reliable_AI_in_softwa.txt,1,29903
R9CDT9KB,2K4CN45T,A. Mahmud 2025,2025,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows,A._Mahmud_et_al._-_2025_-_Trust-calibrated_multi-stage_large_language_model_pipeline_for_vulnerability_assessment_in_Dev.txt,/Users/scott/Zotero/storage/2K4CN45T/A._Mahmud_et_al._-_2025_-_Trust-calibrated_multi-stage_large_language_model_pipeline_for_vulnerability_assessment_in_Dev.txt,1,47518
Y4TIF9KW,J83F2GQZ,A. N. A. Hadee 2025,2025,"Code prism: a multi-agent, multi-LLM, semantic indexing artifact for regulatory code audits — a design science research study",A._N._A._Hadee_and_M._Riznee_-_2025_-_Code_prism_a_multi-agent_multi-LLM_semantic_indexing_artifact_for_regulatory_code_.txt,/Users/scott/Zotero/storage/J83F2GQZ/A._N._A._Hadee_and_M._Riznee_-_2025_-_Code_prism_a_multi-agent_multi-LLM_semantic_indexing_artifact_for_regulatory_code_.txt,1,23543
6DXZGHD9,XEU7PQ43,Al-Hashimi 2026,2026,A generative AI cybersecurity risks mitigation model for code generation: using ANN-ISM hybrid approach,Al-Hashimi_-_2026_-_A_generative_AI_cybersecurity_risks_mitigation_model_for_code_generation_using_ANN-ISM_hybrid_appro.txt,/Users/scott/Zotero/storage/XEU7PQ43/Al-Hashimi_-_2026_-_A_generative_AI_cybersecurity_risks_mitigation_model_for_code_generation_using_ANN-ISM_hybrid_appro.txt,1,214619
VG8PSMM7,NFVEZZI9,Adnyana 2026,2026,Benchmarking and validation of prompting techniques for AI-assisted industrial PLC programming,Adnyana_and_Schwung_-_2026_-_Benchmarking_and_validation_of_prompting_techniques_for_AI-assisted_industrial_PLC_programm.txt,/Users/scott/Zotero/storage/NFVEZZI9/Adnyana_and_Schwung_-_2026_-_Benchmarking_and_validation_of_prompting_techniques_for_AI-assisted_industrial_PLC_programm.txt,1,194637
WUUDHL8R,AMBM3A9S,Baumgartner 2024,2024,AI-driven refactoring: a pipeline for identifying and correcting data clumps in git repositories,Baumgartner_et_al._-_2024_-_AI-driven_refactoring_a_pipeline_for_identifying_and_correcting_data_clumps_in_git_repositor.txt,/Users/scott/Zotero/storage/AMBM3A9S/Baumgartner_et_al._-_2024_-_AI-driven_refactoring_a_pipeline_for_identifying_and_correcting_data_clumps_in_git_repositor.txt,1,91657
P837LJWE,TVRRWTHJ,Bhatnagar 2026,2026,Modernization of enterprise payment infrastructure: a case study on LLM-assisted migration of legacy distributed systems,Bhatnagar_-_2026_-_Modernization_of_enterprise_payment_infrastructure_a_case_study_on_LLM-assisted_migration_of_legacy.txt,/Users/scott/Zotero/storage/TVRRWTHJ/Bhatnagar_-_2026_-_Modernization_of_enterprise_payment_infrastructure_a_case_study_on_LLM-assisted_migration_of_legacy.txt,1,52747
YDJPALG6,DXB3RH98,Casserini 2026,2026,Beyond the 'Diff': Addressing Agentic Entropy in Agentic Software Development,Casserini_et_al._-_2026_-_Beyond_the_Diff_Addressing_Agentic_Entropy_in_Agentic_Software_Development.txt,/Users/scott/Zotero/storage/DXB3RH98/Casserini_et_al._-_2026_-_Beyond_the_Diff_Addressing_Agentic_Entropy_in_Agentic_Software_Development.txt,1,28840
5Q4G4CQB,JX24XNQT,D. O. Salem 2025,2025,AI-driven continuous integration: automating code review and deployment with LLMs,D._O._Salem_et_al._-_2025_-_AI-driven_continuous_integration_automating_code_review_and_deployment_with_LLMs.txt,/Users/scott/Zotero/storage/JX24XNQT/D._O._Salem_et_al._-_2025_-_AI-driven_continuous_integration_automating_code_review_and_deployment_with_LLMs.txt,1,29750
E3E5YA2E,N9VZDNT9,De La Cruz 2025,2025,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern software engineering",De_La_Cruz_et_al._-_2025_-_Redefining_the_programmer_human-AI_collaboration_LLMs_and_security_in_modern_software_enginee.txt,/Users/scott/Zotero/storage/N9VZDNT9/De_La_Cruz_et_al._-_2025_-_Redefining_the_programmer_human-AI_collaboration_LLMs_and_security_in_modern_software_enginee.txt,1,46075
PDYJGF2R,ZKXQT6HD,Dora 2026,2026,The hidden risks of LLM-generated web application code: a security-centric evaluation of code generation capabilities in large language models,Dora_et_al._-_2026_-_The_hidden_risks_of_LLM-generated_web_application_code_a_security-centric_evaluation_of_code_genera.txt,/Users/scott/Zotero/storage/ZKXQT6HD/Dora_et_al._-_2026_-_The_hidden_risks_of_LLM-generated_web_application_code_a_security-centric_evaluation_of_code_genera.txt,1,27821
CI93QRUH,6RX6GVCK,E. A. González 2025,2025,HiLDE: intentional code generation via human-in-the-loop decoding,E._A._Gonz_lez_et_al._-_2025_-_HiLDE_intentional_code_generation_via_human-in-the-loop_decoding.txt,/Users/scott/Zotero/storage/6RX6GVCK/E._A._Gonz_lez_et_al._-_2025_-_HiLDE_intentional_code_generation_via_human-in-the-loop_decoding.txt,1,67180
399HN438,VUCXE8EQ,Dutta 2025,2025,Turbocharging pull request reviews: exploring generative AI for code review,Dutta_et_al._-_2025_-_Turbocharging_pull_request_reviews_exploring_generative_AI_for_code_review.txt,/Users/scott/Zotero/storage/VUCXE8EQ/Dutta_et_al._-_2025_-_Turbocharging_pull_request_reviews_exploring_generative_AI_for_code_review.txt,1,23103
WH2PIBNQ,C83VWI89,Elgendy 2026,2026,"Responsible vibe coding: architecture, opportunities, and research agenda",Elgendy_et_al._-_2026_-_Responsible_vibe_coding_architecture_opportunities_and_research_agenda.txt,/Users/scott/Zotero/storage/C83VWI89/Elgendy_et_al._-_2026_-_Responsible_vibe_coding_architecture_opportunities_and_research_agenda.txt,1,87735
LCPH3THV,7H7GUADU,He 2026,2026,"LLM-as-a-judge for software engineering: literature review, vision, and the road ahead",He_et_al._-_2026_-_LLM-as-a-judge_for_software_engineering_literature_review_vision_and_the_road_ahead.txt,/Users/scott/Zotero/storage/7H7GUADU/He_et_al._-_2026_-_LLM-as-a-judge_for_software_engineering_literature_review_vision_and_the_road_ahead.txt,1,116762
F9JM9CI6,6SQQHZFE,Heander 2025,2025,"Support, not automation: towards AI-supported code review for code quality and beyond",Heander_et_al._-_2025_-_Support_Not_Automation_Towards_AI-supported_Code_Review_For_Code_Quality_and_Beyond.txt,/Users/scott/Zotero/storage/6SQQHZFE/Heander_et_al._-_2025_-_Support_Not_Automation_Towards_AI-supported_Code_Review_For_Code_Quality_and_Beyond.txt,1,29848
HJMKADKU,CGN8FV79,J. E. Naulty 2025,2025,Bugdar: AI-augmented secure code review for GitHub pull requests,J._E._Naulty_et_al._-_2025_-_Bugdar_AI-augmented_secure_code_review_for_GitHub_pull_requests.txt,/Users/scott/Zotero/storage/CGN8FV79/J._E._Naulty_et_al._-_2025_-_Bugdar_AI-augmented_secure_code_review_for_GitHub_pull_requests.txt,1,20850
YA7XNWYE,RQJPSZHH,Ji 2024,2024,Cybersecurity risks of AI-generated code,Ji_et_al._-_2024_-_Cybersecurity_risks_of_AI-generated_code.txt,/Users/scott/Zotero/storage/RQJPSZHH/Ji_et_al._-_2024_-_Cybersecurity_risks_of_AI-generated_code.txt,1,85237
8MXATG38,CB9I6FRZ,Karuppuchamy 2026,2026,AI-augmented software engineering for rapid feature delivery and operations automation,Karuppuchamy_-_2026_-_AI-augmented_software_engineering_for_rapid_feature_delivery_and_operations_automation.txt,/Users/scott/Zotero/storage/CB9I6FRZ/Karuppuchamy_-_2026_-_AI-augmented_software_engineering_for_rapid_feature_delivery_and_operations_automation.txt,1,38425
5I2W8IC6,7W294DAT,Khati 2025,2025,Mapping the trust terrain: LLMs in software engineering - insights and perspectives,Khati_et_al._-_2025_-_Mapping_the_trust_terrain_LLMs_in_software_engineering_-_insights_and_perspectives.txt,/Users/scott/Zotero/storage/7W294DAT/Khati_et_al._-_2025_-_Mapping_the_trust_terrain_LLMs_in_software_engineering_-_insights_and_perspectives.txt,1,153749
PD297DUM,J4ZN3ERV,Kudriavtseva 2025,2025,My code is less secure with gen AI: surveying developers' perceptions of the impact of code generation tools on security,Kudriavtseva_et_al._-_2025_-_My_code_is_less_secure_with_gen_AI_surveying_developers_perceptions_of_the_impact_of_code_g.txt,/Users/scott/Zotero/storage/J4ZN3ERV/Kudriavtseva_et_al._-_2025_-_My_code_is_less_secure_with_gen_AI_surveying_developers_perceptions_of_the_impact_of_code_g.txt,1,61769
R4WJZBSF,EJQ3UWGZ,L. Vanam 2025,2025,A framework for quantifying ethical and regulatory risks in big data analytics and AI-assisted banking software development,L._Vanam_et_al._-_2025_-_A_framework_for_quantifying_ethical_and_regulatory_risks_in_big_data_analytics_and_AI-assisted_.txt,/Users/scott/Zotero/storage/EJQ3UWGZ/L._Vanam_et_al._-_2025_-_A_framework_for_quantifying_ethical_and_regulatory_risks_in_big_data_analytics_and_AI-assisted_.txt,1,25796
ZSB2S59N,9E8M6NIF,Kumar 2026,2026,Designing guardrails: ensuring responsible AI behavior,Kumar_-_2026_-_Designing_guardrails_ensuring_responsible_AI_behavior.txt,/Users/scott/Zotero/storage/9E8M6NIF/Kumar_-_2026_-_Designing_guardrails_ensuring_responsible_AI_behavior.txt,1,105096
5DCQDB4C,E4G3HASE,Langer 2024,2024,Effective human oversight of AI-based systems: a signal detection perspective on the detection of inaccurate and unfair outputs,Langer_et_al._-_2024_-_Effective_Human_Oversight_of_AI-Based_Systems_A_Signal_Detection_Perspective_on_the_Detection_of_.txt,/Users/scott/Zotero/storage/E4G3HASE/Langer_et_al._-_2024_-_Effective_Human_Oversight_of_AI-Based_Systems_A_Signal_Detection_Perspective_on_the_Detection_of_.txt,1,108959
BLR3XE3I,H7WQPPND,Li 2026,2026,"Vibe Coding in Product Teams: Reconfiguring AI-Assisted Workflows, Prototyping, and Collaboration",Li_et_al._-_2026_-_Vibe_Coding_in_Product_Teams_Reconfiguring_AI-Assisted_Workflows_Prototyping_and_Collaboration.txt,/Users/scott/Zotero/storage/H7WQPPND/Li_et_al._-_2026_-_Vibe_Coding_in_Product_Teams_Reconfiguring_AI-Assisted_Workflows_Prototyping_and_Collaboration.txt,1,115229
XZEHQYNZ,AWEJA6SG,M. Tuape 2025,2025,Architecting trust: designing human oversight and accountability for AI-driven software engineering under the EU AI act,M._Tuape_et_al._-_2025_-_Architecting_trust_designing_human_oversight_and_accountability_for_AI-driven_software_engineer.txt,/Users/scott/Zotero/storage/AWEJA6SG/M._Tuape_et_al._-_2025_-_Architecting_trust_designing_human_oversight_and_accountability_for_AI-driven_software_engineer.txt,1,42102
84D2AMVM,5G45SHJT,McKay 2024,2024,Realizing the promise of AI governance involving humans-in-the-loop,McKay_-_2024_-_Realizing_the_promise_of_AI_governance_involving_humans-in-the-loop.txt,/Users/scott/Zotero/storage/5G45SHJT/McKay_-_2024_-_Realizing_the_promise_of_AI_governance_involving_humans-in-the-loop.txt,1,53215
6ZW9QNQH,H6P8I6ZQ,Mitchell 2025,2025,Position: vibe coding needs vibe reasoning: improving vibe coding with formal verification,Mitchell_and_Shaaban_-_2025_-_Position_vibe_coding_needs_vibe_reasoning_improving_vibe_coding_with_formal_verification.txt,/Users/scott/Zotero/storage/H6P8I6ZQ/Mitchell_and_Shaaban_-_2025_-_Position_vibe_coding_needs_vibe_reasoning_improving_vibe_coding_with_formal_verification.txt,1,39047
4AXDVW7J,HDJ6PDD7,Migliarini 2026,2026,Ethical prompt engineering for AI-driven SE: evidence-informed interaction-time governance roadmap to 2030,Migliarini_et_al._-_2026_-_Ethical_prompt_engineering_for_AI-driven_SE_evidence-informed_interaction-time_governance_roa.txt,/Users/scott/Zotero/storage/HDJ6PDD7/Migliarini_et_al._-_2026_-_Ethical_prompt_engineering_for_AI-driven_SE_evidence-informed_interaction-time_governance_roa.txt,1,195021
M74M3RFJ,WII64DQB,Momcilovic 2024,2024,Developing assurance cases for adversarial robustness and regulatory compliance in LLMs,Momcilovic_et_al._-_2024_-_Developing_assurance_cases_for_adversarial_robustness_and_regulatory_compliance_in_LLMs.txt,/Users/scott/Zotero/storage/WII64DQB/Momcilovic_et_al._-_2024_-_Developing_assurance_cases_for_adversarial_robustness_and_regulatory_compliance_in_LLMs.txt,1,30608
VG6CIDQW,D9NE9N5D,N. Goel 2025,2025,Lumen: developer agency through transparent context control in AI-assisted programming,N._Goel_and_G._Melo_-_2025_-_Lumen_developer_agency_through_transparent_context_control_in_AI-assisted_programming.txt,/Users/scott/Zotero/storage/D9NE9N5D/N._Goel_and_G._Melo_-_2025_-_Lumen_developer_agency_through_transparent_context_control_in_AI-assisted_programming.txt,1,51771
QUXRX9ZL,PGZ7PKJN,N. Yanev 2025,2025,The prompt–refactor–verify (PRV) cycle: a human-centered framework for AI-assisted programming,N._Yanev_et_al._-_2025_-_The_prompt_refactor_verify_PRV_cycle_a_human-centered_framework_for_AI-assisted_programming.txt,/Users/scott/Zotero/storage/PGZ7PKJN/N._Yanev_et_al._-_2025_-_The_prompt_refactor_verify_PRV_cycle_a_human-centered_framework_for_AI-assisted_programming.txt,1,25464
5RKMGRNA,IJVWBJXP,Nimraka 2025,2025,An agentic-AI solution for intelligent code review,Nimraka_et_al._-_2025_-_An_agentic-AI_solution_for_intelligent_code_review.txt,/Users/scott/Zotero/storage/IJVWBJXP/Nimraka_et_al._-_2025_-_An_agentic-AI_solution_for_intelligent_code_review.txt,1,27853
4FGIVVTG,F4J53GZB,Omidvar-Tehrani 2024,2024,Evaluating human-AI partnership for LLM-based code migration,Omidvar-Tehrani_et_al._-_2024_-_Evaluating_human-AI_partnership_for_LLM-based_code_migration.txt,/Users/scott/Zotero/storage/F4J53GZB/Omidvar-Tehrani_et_al._-_2024_-_Evaluating_human-AI_partnership_for_LLM-based_code_migration.txt,1,45087
N7E3MR2V,RGD4H5UB,P. R. P 2025,2025,SDLC AutoPilot AI: agentic automation of software development life cycle,P._R._P_et_al._-_2025_-_SDLC_AutoPilot_AI_agentic_automation_of_software_development_life_cycle.txt,/Users/scott/Zotero/storage/RGD4H5UB/P._R._P_et_al._-_2025_-_SDLC_AutoPilot_AI_agentic_automation_of_software_development_life_cycle.txt,1,34993
HJGKKX9S,KST6A8WV,Pasuksmit 2025,2025,Human-In-the-loop software development agents: challenges and future directions,Pasuksmit_et_al._-_2025_-_Human-In-the-loop_software_development_agents_challenges_and_future_directions.txt,/Users/scott/Zotero/storage/KST6A8WV/Pasuksmit_et_al._-_2025_-_Human-In-the-loop_software_development_agents_challenges_and_future_directions.txt,1,7377
YBHHYR4P,VUWZSGJN,Perry 2023,2023,Do users write more insecure code with AI assistants?,Perry_et_al._-_2023_-_Do_users_write_more_insecure_code_with_AI_assistants.txt,/Users/scott/Zotero/storage/VUWZSGJN/Perry_et_al._-_2023_-_Do_users_write_more_insecure_code_with_AI_assistants.txt,1,80195
D87A4CAS,UZ7FHVJQ,Şeker 2026,2026,Enhancing software development with large language models: a case study of kolay.ai,_eker_and_Nizam-_zo_ur_-_2026_-_Enhancing_software_development_with_large_language_models_a_case_study_of_kolay.ai.txt,/Users/scott/Zotero/storage/UZ7FHVJQ/_eker_and_Nizam-_zo_ur_-_2026_-_Enhancing_software_development_with_large_language_models_a_case_study_of_kolay.ai.txt,1,55423
6TZHUCMD,R83D5APH,Sharma 2026,2026,Source code guardrail: AI driven solution to distinguish critical vs. Generic code for enterprise LLM security,Sharma_and_Gupta_-_2026_-_Source_code_guardrail_AI_driven_solution_to_distinguish_critical_vs._Generic_code_for_enterpri.txt,/Users/scott/Zotero/storage/R83D5APH/Sharma_and_Gupta_-_2026_-_Source_code_guardrail_AI_driven_solution_to_distinguish_critical_vs._Generic_code_for_enterpri.txt,1,24509
UW2R6BBJ,XMJKTG8R,Sudarsan 2025,2025,Secure AI-SDLC for critical infrastructure: operationalizing the NIST AI RMF with evidence-driven controls,Sudarsan_et_al._-_2025_-_Secure_AI-SDLC_for_critical_infrastructure_operationalizing_the_NIST_AI_RMF_with_evidence-drive.txt,/Users/scott/Zotero/storage/XMJKTG8R/Sudarsan_et_al._-_2025_-_Secure_AI-SDLC_for_critical_infrastructure_operationalizing_the_NIST_AI_RMF_with_evidence-drive.txt,1,37969
GCZQTNBD,UUQTUJA4,Sollenberger 2025,2025,LLM4VV: exploring LLM-as-a-judge for validation and verification testsuites,SCW63240.2024.00238.txt,/Users/scott/Zotero/storage/UUQTUJA4/SCW63240.2024.00238.txt,1,41915
LB84WJKI,JVXEWBHR,Takerngsaksiri 2025,2025,Human-In-the-loop software development agents,Takerngsaksiri_et_al._-_2025_-_Human-In-the-loop_software_development_agents.txt,/Users/scott/Zotero/storage/JVXEWBHR/Takerngsaksiri_et_al._-_2025_-_Human-In-the-loop_software_development_agents.txt,1,66217
WZCULPXN,BGTZT35I,Sulova 2025,2025,Artificial intelligence tools in web application development – advantages and challenges,Sulova_-_2025_-_Artificial_intelligence_tools_in_web_application_development_advantages_and_challenges.txt,/Users/scott/Zotero/storage/BGTZT35I/Sulova_-_2025_-_Artificial_intelligence_tools_in_web_application_development_advantages_and_challenges.txt,1,25553
B4TVIG5Y,GM668TWW,Tereci 2026,2026,Toward a maturity model for AI-assisted software development: conceptual framework and research agenda,Tereci_et_al._-_2026_-_Toward_a_maturity_model_for_AI-assisted_software_development_conceptual_framework_and_research_ag.txt,/Users/scott/Zotero/storage/GM668TWW/Tereci_et_al._-_2026_-_Toward_a_maturity_model_for_AI-assisted_software_development_conceptual_framework_and_research_ag.txt,1,33809
WRXR2VTP,ECAPQUD6,Wang 2026,2026,VibeContract: the missing quality assurance piece in vibe coding,Wang_-_2026_-_VibeContract_the_missing_quality_assurance_piece_in_vibe_coding.txt,/Users/scott/Zotero/storage/ECAPQUD6/Wang_-_2026_-_VibeContract_the_missing_quality_assurance_piece_in_vibe_coding.txt,1,27391
PPMTM4DG,9BU7N8J4,X. Yu 2024,2024,Fight fire with fire: how much can we trust ChatGPT on source code-related tasks?,X._Yu_et_al._-_2024_-_Fight_fire_with_fire_how_much_can_we_trust_ChatGPT_on_source_code-related_tasks.txt,/Users/scott/Zotero/storage/9BU7N8J4/X._Yu_et_al._-_2024_-_Fight_fire_with_fire_how_much_can_we_trust_ChatGPT_on_source_code-related_tasks.txt,1,109563
VZ27QUPQ,75XPWKKA,Zhuo 2026,2026,Identifying and mitigating API misuse in large language models,Zhuo_et_al._-_2026_-_Identifying_and_mitigating_API_misuse_in_large_language_models.txt,/Users/scott/Zotero/storage/75XPWKKA/Zhuo_et_al._-_2026_-_Identifying_and_mitigating_API_misuse_in_large_language_models.txt,1,109769
22JBEZNK,IT9EA94D,Virk 2025,2025,Non-programmers assessing AI-generated code: a case study of business users analyzing data,Virk_and_Liu_-_2025_-_Non-programmers_assessing_AI-generated_code_a_case_study_of_business_users_analyzing_data.txt,/Users/scott/Zotero/storage/IT9EA94D/Virk_and_Liu_-_2025_-_Non-programmers_assessing_AI-generated_code_a_case_study_of_business_users_analyzing_data.txt,1,33405
